nb_nodes,inf_times,inf_nb_visits,supr_times,supr_nb_visits,med_times,med_nb_visits
126,0.01963496208190918,1,0.033236026763916016,127,0.02103400230407715,1
127,0.019886016845703125,1,0.032605886459350586,128,0.019759178161621094,1
128,0.020243167877197266,1,0.03463912010192871,129,0.019883155822753906,1
129,0.019904136657714844,1,0.03450202941894531,130,0.02087998390197754,1
130,0.021467924118041992,1,0.0351109504699707,131,0.022226810455322266,1
131,0.021551132202148438,1,0.034766197204589844,132,0.02181100845336914,1
132,0.02380204200744629,1,0.03955483436584473,133,0.020568132400512695,1
133,0.02204585075378418,1,0.03782010078430176,134,0.02247786521911621,1
134,0.021810054779052734,1,0.037773847579956055,135,0.02165389060974121,1
135,0.02382206916809082,1,0.03644299507141113,136,0.022847890853881836,1
136,0.02544403076171875,1,0.03584909439086914,137,0.024718046188354492,1
137,0.02372908592224121,1,0.03617119789123535,138,0.023916959762573242,1
138,0.025335073471069336,1,0.036921024322509766,139,0.025761127471923828,1
139,0.02625584602355957,1,0.036767005920410156,140,0.024231910705566406,1
140,0.0257418155670166,1,0.03862905502319336,141,0.024281024932861328,1
141,0.024698972702026367,1,0.03931903839111328,142,0.024482011795043945,1
142,0.025397062301635742,1,0.04095101356506348,143,0.02544403076171875,1
143,0.027424097061157227,1,0.04143500328063965,144,0.025276899337768555,1
